nombre,categoria,telefono,enlace_whatsapp,tipo_oportunidad,web_actual,ciudad,direccion,calificacion,total_resenas,maps_url
Lic. María Silene González,Psicólogo,+54 264 504-6045,https://wa.me/5492645046045,No tiene sitio web (Oportunidad Máxima),,San Juan,"25 de Mayo 1134, J5400 San Juan, Argentina",5,28,https://www.google.com/maps/search/?api=1&query=Lic.%20Mar%C3%ADa%20Silene%20Gonz%C3%A1lez&query_place_id=ChIJMQEDSXRrgZYRU6kPSfI1ZRM
Clinica de Neurocirugia Dr Cocco,Neurocirujano,+54 264 422-2030,https://wa.me/5492644222030,No tiene sitio web (Oportunidad Máxima),,San Juan,"Francisco N. Laprida Oeste 494, J5400 San Juan, Argentina",3.2,28,https://www.google.com/maps/search/?api=1&query=Clinica%20de%20Neurocirugia%20Dr%20Cocco&query_place_id=ChIJ5XFJ9y5AgZYRIeQaplbaWMA
Beparty Salón de Eventos,Salón para eventos,+54 264 439-5969,https://wa.me/5492644395969,No tiene sitio web (Oportunidad Máxima),,San Juan,"Lateral Oeste de Avenida Circunvalación 163 sur, J5400 San Juan, Argentina",4.7,27,https://www.google.com/maps/search/?api=1&query=Beparty%20Sal%C3%B3n%20de%20Eventos&query_place_id=ChIJgfSxBABBgZYRsKhYj5DG3K8
Gruas//Auxilios y traslados JT,Servicio de alquiler de remolques,+54 264 506-6077,https://wa.me/5492645066077,No tiene sitio web (Oportunidad Máxima),,Villa Krause,"Urquiza Sur 575, J5425 Villa Krause, San Juan, Argentina",4.8,26,https://www.google.com/maps/search/?api=1&query=Gruas%2F%2FAuxilios%20y%20traslados%20JT&query_place_id=ChIJ8ZfdxjhBgZYRrdmwVy5947I
Josfer SRL Alquiler de 4 X 4,Agencia de alquiler de coches,+54 264 421-0800,https://wa.me/5492644210800,No tiene sitio web (Oportunidad Máxima),,San Juan,"Juan Jufré Este 43, J5400BNA San Juan, Argentina",4.1,24,https://www.google.com/maps/search/?api=1&query=Josfer%20SRL%20Alquiler%20de%204%20X%204&query_place_id=ChIJncxVxdVBgZYRPVMSNcnDvtE
Clinica Valencia,Centro de salud y bienestar,+54 264 563-0084,https://wa.me/5492645630084,No tiene sitio web (Oportunidad Máxima),,Rivadavia,"Av. Libertador Gral. San Martín 4131, J5400 Rivadavia, San Juan, Argentina",4.2,22,https://www.google.com/maps/search/?api=1&query=Clinica%20Valencia&query_place_id=ChIJTQ8O4UpBgZYRnFOEOUqWD1s
ESCRIBANÍA LLOVERAS,Notaría,+54 264 421-7250,https://wa.me/5492644217250,No tiene sitio web (Oportunidad Máxima),,GSB,"Catamarca Sur 18, J5402 GSB, San Juan, Argentina",5,21,https://www.google.com/maps/search/?api=1&query=ESCRIBAN%C3%8DA%20LLOVERAS&query_place_id=ChIJ5_P4SilAgZYRKX4_UqqzVVs
Casa fernandez servicio para fiesta,Empresa de organización de eventos,+54 264 417-7571,https://wa.me/5492644177571,No tiene sitio web (Oportunidad Máxima),,San Juan,"Matías Zavalla Nte. 285 norte, J5400 San Juan, Argentina",4.8,19,https://www.google.com/maps/search/?api=1&query=Casa%20fernandez%20servicio%20para%20fiesta&query_place_id=ChIJCSaNQ7VBgZYRcw8tiKJ6Hxk
Clínica Güemes medicina integral,Clínica especializada,+54 264 482-2705,https://wa.me/5492644822705,No tiene sitio web (Oportunidad Máxima),,Villa Krause,"República del Líbano Oeste 3186 oeste Rawson, J5425 Villa Krause, San Juan, Argentina",4.7,18,https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20G%C3%BCemes%20medicina%20integral&query_place_id=ChIJTYPz8GVBgZYRFgpcAUPGIVs
BIOMASA Centro de Diagnóstico Nutricional,,+54 264 548-8235,https://wa.me/5492645488235,No tiene sitio web (Oportunidad Máxima),,San Juan,"Catamarca Sur 436, J5402 San Juan, Argentina",5,16,https://www.google.com/maps/search/?api=1&query=BIOMASA%20Centro%20de%20Diagn%C3%B3stico%20Nutricional&query_place_id=ChIJ8wSF2ytrgZYRvFnvZ48KnFI
AGRIMENSERV,Agrimensor,+54 264 452-2949,https://wa.me/5492644522949,No tiene sitio web (Oportunidad Máxima),,San Juan,"5400, 9 de Julio Este 376, J5402AMH San Juan, Argentina",4.7,16,https://www.google.com/maps/search/?api=1&query=AGRIMENSERV&query_place_id=ChIJ7cG3lC9AgZYRcvP1GwCb5dA
"Sangucheria ""Jarana""",Restaurante argentino,+54 264 411-0311,https://wa.me/5492644110311,No tiene sitio web (Oportunidad Máxima),,San Juan,"Hipólito Yrigoyen, J5400 San Juan, Argentina",4.8,16,https://www.google.com/maps/search/?api=1&query=Sangucheria%20%22Jarana%22&query_place_id=ChIJi4Xw4ndBgZYRgbfo6lOg9oY
Salón de eventos San Nicolás,Lounge,+54 264 453-9026,https://wa.me/5492644539026,No tiene sitio web (Oportunidad Máxima),,San Juan,"Cjón. Calvo, J5419, San Juan, Argentina",4.9,16,https://www.google.com/maps/search/?api=1&query=Sal%C3%B3n%20de%20eventos%20San%20Nicol%C3%A1s&query_place_id=ChIJ8yYAudhpgZYR5J3cSDukfLs
Livio Gonzalez,Taller mecánico,+54 11 6806-6218,https://wa.me/5491168066218,No tiene sitio web (Oportunidad Máxima),,Barreal,"Los Cerezos, J5405 Barreal, San Juan, Argentina",5,16,https://www.google.com/maps/search/?api=1&query=Livio%20Gonzalez&query_place_id=ChIJr4g2fZaNhpYR_Zse7Ox-GxM
Car Café Resto-Bar,Pub restaurante,+54 264 511-3051,https://wa.me/5492645113051,No tiene sitio web (Oportunidad Máxima),,Villa San Agustín,"RP510, Villa San Agustín, San Juan, Argentina",4.6,15,https://www.google.com/maps/search/?api=1&query=Car%20Caf%C3%A9%20Resto-Bar&query_place_id=ChIJmUFC9xp1gpYRNXS0UFz3Ek0
Clinica Dr Gomez Soler,Médico,+54 264 424-0198,https://wa.me/5492644240198,No tiene sitio web (Oportunidad Máxima),,Villa Krause,"Blvd. Sarmiento Oeste 139, J5425 Villa Krause, San Juan, Argentina",3.9,15,https://www.google.com/maps/search/?api=1&query=Clinica%20Dr%20Gomez%20Soler&query_place_id=ChIJ03pu-e8_gZYROieIQkAYPmw
Mauricio H. Cruz -- ARQUITECTO --,Arquitecto,+54 264 477-0342,https://wa.me/5492644770342,No tiene sitio web (Oportunidad Máxima),,Capital,"Domingo F. Sarmiento, 443 (n), J5400 Capital, San Juan, Argentina",4.9,14,https://www.google.com/maps/search/?api=1&query=Mauricio%20H.%20Cruz%20--%20ARQUITECTO%20--&query_place_id=ChIJbzoHRitAgZYRxnp1TZvY6O8
La monumental,Restaurante de comida rápida,+54 383 499-3893,https://wa.me/5493834993893,No tiene sitio web (Oportunidad Máxima),,Villa San Agustín,"Rivadavia, Sarmiento &, Villa San Agustín, San Juan, Argentina",4.4,13,https://www.google.com/maps/search/?api=1&query=La%20monumental&query_place_id=ChIJnRYvFgB1gpYR2ulhZt2hqM8
Dermatologia Clinica Y Quiruegica Ferrero Emiliano,Dermatólogo,+54 4216515,https://wa.me/544216515,No tiene sitio web (Oportunidad Máxima),,J5402EEN,"Entre Ríos Sur 685, J5402EEM J5402EEN, San Juan, Argentina",3.4,13,https://www.google.com/maps/search/?api=1&query=Dermatologia%20Clinica%20Y%20Quiruegica%20Ferrero%20Emiliano&query_place_id=ChIJwdEUFidAgZYRSPBpcS08CbU
Eleonora Serrichio Psicóloga.,Psicólogo,+54 9 264 404-5522,https://wa.me/5492644045522,No tiene sitio web (Oportunidad Máxima),,San Juan,"Av. José Ignacio de la Roza Oeste 2100, J5400 San Juan, Argentina",4.6,12,https://www.google.com/maps/search/?api=1&query=Eleonora%20Serrichio%20Psic%C3%B3loga.&query_place_id=ChIJy2-vbSlBgZYRppzVC9NjYgU
Lo del Negro Comidas caseras,Restaurante,+54 264 620-1118,https://wa.me/5492646201118,No tiene sitio web (Oportunidad Máxima),,este,"Inojosa 400, J5419 este, San Juan, Argentina",4.9,11,https://www.google.com/maps/search/?api=1&query=Lo%20del%20Negro%20Comidas%20caseras&query_place_id=ChIJmcdUpe9pgZYRg_fgqPbuhBM
La Yaya Food,Restaurante,+54 264 623-9235,https://wa.me/5492646239235,No tiene sitio web (Oportunidad Máxima),,Santa Lucía,"Aristóbulo del Valle 835, J5411 Santa Lucía, San Juan, Argentina",4.7,11,https://www.google.com/maps/search/?api=1&query=La%20Yaya%20Food&query_place_id=ChIJFf_UonVrgZYRei2rZ5Q3les
Sinergia Corporal,Kinesiólogo,+54 264 323-0739,https://wa.me/5492643230739,No tiene sitio web (Oportunidad Máxima),,San Juan,"Juana Manso Oeste 2671 oeste, J5400 San Juan, Argentina",5,11,https://www.google.com/maps/search/?api=1&query=Sinergia%20Corporal&query_place_id=ChIJi9UTyB5BgZYRhplJdh-bqL4
Restaurante Marty,Restaurante,+54 264 514-4666,https://wa.me/5492645144666,No tiene sitio web (Oportunidad Máxima),,San Juan,"Ruta Nacional 20, Julio A. Roca Sur &, J5411 San Juan, Argentina",4.7,10,https://www.google.com/maps/search/?api=1&query=Restaurante%20Marty&query_place_id=ChIJ32uoTwBrgZYRM-M5vjyr2d8
Fundación CenCor,Formación en emergencias,+54 264 422-6620,https://wa.me/5492644226620,No tiene sitio web (Oportunidad Máxima),,J5400AGH,"25 de Mayo Este 336, J5400AGH J5400AGH, San Juan, Argentina",3.3,10,https://www.google.com/maps/search/?api=1&query=Fundaci%C3%B3n%20CenCor&query_place_id=ChIJQ0RtBSdAgZYRjIJ8qv2p2Hg
Avanza Coaching y Consultoría,Consultoría de recursos humanos,+54 264 456-4272,https://wa.me/5492644564272,No tiene sitio web (Oportunidad Máxima),,San Juan,"Justo José de Urquiza 62 Planta alta, J5400AMH San Juan, Argentina",4.8,9,https://www.google.com/maps/search/?api=1&query=Avanza%20Coaching%20y%20Consultor%C3%ADa&query_place_id=ChIJdR59XVdrgZYR8Pao0DpFsMM
JM PROYECTISTAS S.A.S.,Empresa constructora,+54 264 473-0350,https://wa.me/5492644730350,No tiene sitio web (Oportunidad Máxima),,San Juan,"PATIO SAN IGNACIO-LOCAL 8-Ig. de la Roza, Hermogenes Ruiz 2.300 y, J5400, San Juan, Argentina",4.6,9,https://www.google.com/maps/search/?api=1&query=JM%20PROYECTISTAS%20S.A.S.&query_place_id=ChIJs0fWLwJBgZYRD4GrZV-z5hU
"CIS, Centro Interdisciplinario de Salud",Clínica ambulatoria,+54 264 427-8375,https://wa.me/5492644278375,No tiene sitio web (Oportunidad Máxima),,ERD,"Caseros Sur 160, J5402 ERD, San Juan, Argentina",3.9,9,https://www.google.com/maps/search/?api=1&query=CIS%2C%20Centro%20Interdisciplinario%20de%20Salud&query_place_id=ChIJV7QnvIRqgZYRp0uYT_CZmf8
Psicólogo Facundo Lloveras | CAUSA. Abordaje en Adicciones,Servicio de salud mental,+54 264 474-2364,https://wa.me/5492644742364,No tiene sitio web (Oportunidad Máxima),,San Juan,"A, Av. José Ignacio de la Roza Este 430, J5400 San Juan, Argentina",5,9,https://www.google.com/maps/search/?api=1&query=Psic%C3%B3logo%20Facundo%20Lloveras%20%7C%20CAUSA.%20Abordaje%20en%20Adicciones&query_place_id=ChIJFapk3uTpvQ8Rw3GZ9oyE6VY
Alem Rehabilitacion,Kinesiólogo,+54 264 567-7582,https://wa.me/5492645677582,No tiene sitio web (Oportunidad Máxima),,J5400DUO,"Avenida Leandro N. Alem Norte 154, J5400DUO J5400DUO, San Juan, Argentina",4.6,9,https://www.google.com/maps/search/?api=1&query=Alem%20Rehabilitacion&query_place_id=ChIJU9jD3i5AgZYRAIzmQ4FKykw
Instituto Fisiokinésico y Estética San Juan Fabiana A. Koss,Fisioterapeuta,+54 264 459-7618,https://wa.me/5492644597618,No tiene sitio web (Oportunidad Máxima),,San Juan,"Andrade Sur 427, J5400 San Juan, Argentina",5,9,https://www.google.com/maps/search/?api=1&query=Instituto%20Fisiokin%C3%A9sico%20y%20Est%C3%A9tica%20San%20Juan%20Fabiana%20A.%20Koss&query_place_id=ChIJMwGvqShAgZYRWGeiLYMu-og
De Raíz Almacén Natural Medicinal,Herbolario,+54 264 458-3010,https://wa.me/5492644583010,No tiene sitio web (Oportunidad Máxima),,San Juan,"9 de julio 402, Av. Leandro N. Alem Sur esquina oeste, J5402DCH, San Juan, Argentina",5,8,https://www.google.com/maps/search/?api=1&query=De%20Ra%C3%ADz%20Almac%C3%A9n%20Natural%20Medicinal&query_place_id=ChIJ460r6ilBgZYRQ9HhJmhBNrU
Chancay E. Franco,Fisioterapeuta,+54 264 421-1228,https://wa.me/5492644211228,No tiene sitio web (Oportunidad Máxima),,San Juan,"Falucho Oeste 1574, J5400 San Juan, Argentina",5,8,https://www.google.com/maps/search/?api=1&query=Chancay%20E.%20Franco&query_place_id=ChIJx6UT3DJAgZYRjj1lVGqAhFg
Dra. De Philippis Yanina,Dermatólogo,+54 9 264 529-4426,https://wa.me/5492645294426,No tiene sitio web (Oportunidad Máxima),,EIG,"J5400EIH, Gral. Mariano Acha Nte. 339, J5400 EIG, San Juan, Argentina",4.8,8,https://www.google.com/maps/search/?api=1&query=Dra.%20De%20Philippis%20Yanina&query_place_id=ChIJq9_VhipAgZYRQ3O1qARw-Bc
Albizu Jose Angel - Medico,Médico,+54 264 423-1642,https://wa.me/5492644231642,No tiene sitio web (Oportunidad Máxima),,Rivadavia,"Sargento Cabral Oeste 1677, J5400 Rivadavia, San Juan, Argentina",4.1,7,https://www.google.com/maps/search/?api=1&query=Albizu%20Jose%20Angel%20-%20Medico&query_place_id=ChIJGwmXZW1BgZYRblaUv7QGorg
Clínica Dr. Oyola,Centro médico,+54 264 423-2588,https://wa.me/5492644232588,No tiene sitio web (Oportunidad Máxima),,Chimbas,"J5413 Chimbas, San Juan, Argentina",5,7,https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Dr.%20Oyola&query_place_id=ChIJlda0YS9BgZYRrjy45CzOzm8
Clínica NQ,Cirujano,+54 264 481-8354,https://wa.me/5492644818354,No tiene sitio web (Oportunidad Máxima),,J5402GNC,"Urquiza Sur 153, J5402GNC J5402GNC, San Juan, Argentina",4.4,7,https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20NQ&query_place_id=ChIJUSMYiytAgZYRIu2Ivot9mX0
Bazan Flitt Federico Saul Ginecologo,Médico,+54 264 563-3551,https://wa.me/5492645633551,No tiene sitio web (Oportunidad Máxima),,San Juan,"Clinica Mater Dei: general paz 24 este FRENTE A CLINICA STA CLARA, J5402AHB, San Juan, Argentina",4.4,7,https://www.google.com/maps/search/?api=1&query=Bazan%20Flitt%20Federico%20Saul%20Ginecologo&query_place_id=ChIJyRTy0wVBgZYRcNGvCJ6KnpM
Laboratorio Clínica Modelo,Centro médico,+54 264 422-5363,https://wa.me/5492644225363,No tiene sitio web (Oportunidad Máxima),,San Juan,"Pedro Echagüe Oeste 205 oeste, J5400 San Juan, Argentina",4.2,6,https://www.google.com/maps/search/?api=1&query=Laboratorio%20Cl%C3%ADnica%20Modelo&query_place_id=ChIJqeBPpW5BgZYR4EiMRu2jhJw
Kinesiologia y Fisioterapia- Lic. Eugenia Gerbec,Centro de rehabilitación,+54 264 513-3594,https://wa.me/5492645133594,No tiene sitio web (Oportunidad Máxima),,BND,"Juan Jufré Este 106, J5400 BND, San Juan, Argentina",5,6,https://www.google.com/maps/search/?api=1&query=Kinesiologia%20y%20Fisioterapia-%20Lic.%20Eugenia%20Gerbec&query_place_id=ChIJJw0f79VBgZYRTH5IwXMiinU
Sumaq Salon de Eventos,Salón para eventos,+54 264 586-1304,https://wa.me/5492645861304,No tiene sitio web (Oportunidad Máxima),,San Juan,"Mendoza Sur entre 7 y 8, J5427, San Juan, Argentina",3.6,5,https://www.google.com/maps/search/?api=1&query=Sumaq%20Salon%20de%20Eventos&query_place_id=ChIJXWw7oXU_gZYRY3LNjyeoYIo
Centro Médico Boulevard,Centro médico,+54 264 623-3037,https://wa.me/5492646233037,No tiene sitio web (Oportunidad Máxima),,Villa Krause,"Blvd. Sarmiento Oeste 338, J5400 Villa Krause, San Juan, Argentina",4.4,5,https://www.google.com/maps/search/?api=1&query=Centro%20M%C3%A9dico%20Boulevard&query_place_id=ChIJR9MwLfA_gZYRGaAgtAuHxZQ
Clínica José Dolores,Grupo médico,+54 264 428-3747,https://wa.me/5492644283747,No tiene sitio web (Oportunidad Máxima),,San Juan,"José Dolores 969 este, J5425 San Juan, Argentina",4.8,5,https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Jos%C3%A9%20Dolores&query_place_id=ChIJuYTqPVUVgZYRu2sZElDSsCI
KROAP Café Restó Bar,Restaurante,+54 264 436-4033,https://wa.me/5492644364033,No tiene sitio web (Oportunidad Máxima),,Caucete,"Bernardino Rivadavia, J5442 Caucete, San Juan, Argentina",5,4,https://www.google.com/maps/search/?api=1&query=KROAP%20Caf%C3%A9%20Rest%C3%B3%20Bar&query_place_id=ChIJeRpRk0sPgZYRMDQkc1F7nxI
Lic Maria Laura Sosa,Psicólogo,+54 264 508-1490,https://wa.me/5492645081490,No tiene sitio web (Oportunidad Máxima),,San Juan,"Mendoza Sur 666 sur, J5400 San Juan, Argentina",4.8,4,https://www.google.com/maps/search/?api=1&query=Lic%20Maria%20Laura%20Sosa&query_place_id=ChIJ2bKAhbZBgZYR66bIU4JNnmg
SER - CONSULTORIOS -,Psicólogo,+54 264 433-0366,https://wa.me/5492644330366,No tiene sitio web (Oportunidad Máxima),,San Juan,"Av. Libertador Gral. San Martín 5095 Oeste, J5400 San Juan, Argentina",3.8,4,https://www.google.com/maps/search/?api=1&query=SER%20-%20CONSULTORIOS%20-&query_place_id=ChIJ2V--mhlBgZYR1KXCt0034PM
America alquiler 4x4,Agencia de alquiler de coches,+54 9 264 447-2305,https://wa.me/5492644472305,No tiene sitio web (Oportunidad Máxima),,San Juan,"Av. Guillermo Rawson Norte 840 norte, J5400 San Juan, Argentina",5,4,https://www.google.com/maps/search/?api=1&query=America%20alquiler%204x4&query_place_id=ChIJxS5x0udrgZYRl80aL0v75-E
Alquiler de autos antiguos y juegos de living,Servicio de planificación de reuniones,+54 264 566-2060,https://wa.me/5492645662060,No tiene sitio web (Oportunidad Máxima),,San Juan,"5400, San Juan, Argentina",3.5,4,https://www.google.com/maps/search/?api=1&query=Alquiler%20de%20autos%20antiguos%20y%20juegos%20de%20living&query_place_id=ChIJ9ZesZlhrgZYRvBdsa6nIKjI
Dr. Manuel G. Brandt,Médico,+54 264 421-0860,https://wa.me/5492644210860,No tiene sitio web (Oportunidad Máxima),,San Juan,"25 de Mayo E 691, San Juan, Argentina",4.3,4,https://www.google.com/maps/search/?api=1&query=Dr.%20Manuel%20G.%20Brandt&query_place_id=ChIJlZ4N94ZqgZYRzV9X1TU8zSs
Vigano Javier Roald Psicólogo,Psicólogo,+54 264 427-5767,https://wa.me/5492644275767,No tiene sitio web (Oportunidad Máxima),,San Juan,"Santiago del Estero Sur 574, J5402 San Juan, Argentina",5,3,https://www.google.com/maps/search/?api=1&query=Vigano%20Javier%20Roald%20Psic%C3%B3logo&query_place_id=ChIJr9AgsiVAgZYR9F46C6ldlEc
Belleza De Manos Y Pies,Salón de manicura y pedicura,+54 264 450-5230,https://wa.me/5492644505230,No tiene sitio web (Oportunidad Máxima),,Zonda,"Barrio serranias casa 2 mzn D, J5401 Zonda, San Juan, Argentina",4.3,3,https://www.google.com/maps/search/?api=1&query=Belleza%20De%20Manos%20Y%20Pies&query_place_id=ChIJg3yCQD9JgZYRiZiFjZNT90g
Gonzalo Campos,Dermatólogo,+54 264 662-4216,https://wa.me/5492646624216,No tiene sitio web (Oportunidad Máxima),,San Juan,"Mendoza Sur 31, J5402GUA San Juan, Argentina",1,3,https://www.google.com/maps/search/?api=1&query=Gonzalo%20Campos&query_place_id=ChIJNXrmxylAgZYRhHcYu8Yg0OM
Gp Tecnologia Mecanica Gustavo Portillo,Taller de reparación de automóviles,+54 264 439-3244,https://wa.me/5492644393244,No tiene sitio web (Oportunidad Máxima),,Chimbas,"Tucumán Norte 412, J5413 Chimbas, San Juan, Argentina",5,3,https://www.google.com/maps/search/?api=1&query=Gp%20Tecnologia%20Mecanica%20Gustavo%20Portillo&query_place_id=ChIJubVzISpAgZYR_BlrThWfSZk
"NUTRICIONISTA - LANDA, Tatiana",Nutricionista,+54 9 264 465-0880,https://wa.me/5492644650880,No tiene sitio web (Oportunidad Máxima),,Santa Lucía,"Av. Libertador General San Martin 4427 (Este Av. Córdoba 523 (Este, J5411 Santa Lucía, San Juan, Argentina",5,2,https://www.google.com/maps/search/?api=1&query=NUTRICIONISTA%20-%20LANDA%2C%20Tatiana&query_place_id=ChIJxQhHUW5rgZYRpwdlZ42sY6w
Afilado profesional y servicio técnico de artefactos eléctricos de peluquería.Face.,Servicio de afilado,+54 264 403-1610,https://wa.me/5492644031610,No tiene sitio web (Oportunidad Máxima),,San Juan,"General Acha 30 sur. Galería Laprida primer AR, 5400 San Juan, Argentina",5,2,https://www.google.com/maps/search/?api=1&query=Afilado%20profesional%20y%20servicio%20t%C3%A9cnico%20de%20artefactos%20el%C3%A9ctricos%20de%20peluquer%C3%ADa.Face.&query_place_id=ChIJm21SUF9rgZYRBpe03abRAQ8
Psicóloga Erika Varela (San Juan Argentina),Psicólogo,+54 264 412-9466,https://wa.me/5492644129466,No tiene sitio web (Oportunidad Máxima),,San Juan,"Francisco N. Laprida Oeste 1720 oeste, J5400 San Juan, Argentina",5,2,https://www.google.com/maps/search/?api=1&query=Psic%C3%B3loga%20Erika%20Varela%20(San%20Juan%20Argentina)&query_place_id=ChIJabY0wNxBgZYRboEP-CzIsAs
Psicología Activa,Psicólogo,+54 264 439-1190,https://wa.me/5492644391190,No tiene sitio web (Oportunidad Máxima),,San Juan,"Av. Libertador Gral. San Martín 3332 Oeste, J5400 San Juan, Argentina",5,2,https://www.google.com/maps/search/?api=1&query=Psicolog%C3%ADa%20Activa&query_place_id=ChIJSUrofxNBgZYRxfjrzdBxhUk
Licenciado en psicología Pablo Sillero,Psicólogo,+54 264 509-8024,https://wa.me/5492645098024,No tiene sitio web (Oportunidad Máxima),,San Juan,"B. Mitre 131, J5400 San Juan, Argentina",5,2,https://www.google.com/maps/search/?api=1&query=Licenciado%20en%20psicolog%C3%ADa%20Pablo%20Sillero&query_place_id=ChIJKe6PdaBrgZYRBDRyqt9hrD0
Psicóloga Laboral Marcela Matellán,Psicólogo,+54 264 456-4272,https://wa.me/5492644564272,No tiene sitio web (Oportunidad Máxima),,San Juan,"Frente a flagrancia, Maipú Este 455 este primer piso, J5400 San Juan, Argentina",5,2,https://www.google.com/maps/search/?api=1&query=Psic%C3%B3loga%20Laboral%20Marcela%20Matell%C3%A1n&query_place_id=ChIJcbePi_xBgZYRwu7hEGw7Riw
K-lle lagua salon de eventos,Salón para eventos,+54 264 469-5690,https://wa.me/5492644695690,No tiene sitio web (Oportunidad Máxima),,Rivadavia,"República del Líbano Oeste, J5400 Rivadavia, San Juan, Argentina",4,2,https://www.google.com/maps/search/?api=1&query=K-lle%20lagua%20salon%20de%20eventos&query_place_id=ChIJTyJrOw1BgZYRfuQ_NI3RkJI
Pablotoselli S.a,Agencia de alquiler de coches,+54 9 264 452-6299,https://wa.me/5492644526299,No tiene sitio web (Oportunidad Máxima),,San Juan,"Cmte. Cabot Oeste, J5400 San Juan, Argentina",4,2,https://www.google.com/maps/search/?api=1&query=Pablotoselli%20S.a&query_place_id=ChIJd-QKLNxBgZYRUGoP-cYJRBs
C & Ap Servicios y Logística Minera 4X4,Agencia de alquiler de coches,+54 264 426-5249,https://wa.me/5492644265249,No tiene sitio web (Oportunidad Máxima),,DVG,"Santiago del Estero Sur 315, J5402 DVG, San Juan, Argentina",4.5,2,https://www.google.com/maps/search/?api=1&query=C%20%26%20Ap%20Servicios%20y%20Log%C3%ADstica%20Minera%204X4&query_place_id=ChIJc-AecS9AgZYRrKg8EA7XrRI
KineSalud Capital,Centro de salud y bienestar,+54 264 587-2911,https://wa.me/5492645872911,No tiene sitio web (Oportunidad Máxima),,San Juan,"Av. José Ignacio de la Roza Oeste 5100, J5400 San Juan, Argentina",3,2,https://www.google.com/maps/search/?api=1&query=KineSalud%20Capital&query_place_id=ChIJwWLwxwlBgZYRdiw39VifO4M
CONAR,Centro de rehabilitación,+54 264 400-1599,https://wa.me/5492644001599,No tiene sitio web (Oportunidad Máxima),,General Paz,"Av. Rioja 654 sur Av. Rioja (entre, 9 de Julio Oeste y, J5400 General Paz, San Juan, Argentina",5,2,https://www.google.com/maps/search/?api=1&query=CONAR&query_place_id=ChIJhWJh6ldrgZYR9jb3_XupCZw
Flebología Dr. Federico Mattar Spengler,Médico,+54 264 515-0363,https://wa.me/5492645150363,No tiene sitio web (Oportunidad Máxima),,San Juan,"Catamarca Sur 358, J5400 San Juan, Argentina",5,2,https://www.google.com/maps/search/?api=1&query=Flebolog%C3%ADa%20Dr.%20Federico%20Mattar%20Spengler&query_place_id=ChIJ61gDKnhBgZYR0-oerEluLHQ
DRA MARIA D ACIAR RIVERA,Médico,+54 264 423-8626,https://wa.me/5492644238626,No tiene sitio web (Oportunidad Máxima),,Rivadavia,"Victoria 1875, J5400 Rivadavia, San Juan, Argentina",2,2,https://www.google.com/maps/search/?api=1&query=DRA%20MARIA%20D%20ACIAR%20RIVERA&query_place_id=ChIJneBJk09AgZYRiD-bHVSuJXM
Clínica José Gómez Soler,Clínica ambulatoria,+54 264 424-0198,https://wa.me/5492644240198,No tiene sitio web (Oportunidad Máxima),,Villa Krause,"Blvd. Sarmiento Oeste 139, J5425 Villa Krause, San Juan, Argentina",5,2,https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Jos%C3%A9%20G%C3%B3mez%20Soler&query_place_id=ChIJD40Ep5c_gZYRQszum-nxLS8
Servicio de Lunch Claric,Servicio de alquiler de mobiliario,+54 264 411-9960,https://wa.me/5492644119960,No tiene sitio web (Oportunidad Máxima),,Rivadavia,"Calle Fray Justo Sta María de Oro Norte, J5400 Rivadavia, San Juan, Argentina",3,2,https://www.google.com/maps/search/?api=1&query=Servicio%20de%20Lunch%20Claric&query_place_id=ChIJZ09I4KxBgZYRfaGhRN3DKe0
Consultorio del Valle,Clínica dental,+54 264 453-9463,https://wa.me/5492644539463,No tiene sitio web (Oportunidad Máxima),,Rawson,"Lucio Mansilla 326 Oeste, J5425 Rawson, San Juan, Argentina",5,2,https://www.google.com/maps/search/?api=1&query=Consultorio%20del%20Valle&query_place_id=ChIJ-3Ds1fk_gZYRQkvrzLjB1A0
Jana Mip (Manejo Integral De Plagas ) Fumigaciones.,Oficina de la Administración,+54 264 671-0601,https://wa.me/5492646710601,No tiene sitio web (Oportunidad Máxima),,Chimbas,"El Domador Nte., J5413 Chimbas, San Juan, Argentina",5,2,https://www.google.com/maps/search/?api=1&query=Jana%20Mip%20(Manejo%20Integral%20De%20Plagas%20)%20Fumigaciones.&query_place_id=ChIJNZQcaF1BgZYRLQM-KbARXnA
Open door-foodtruck,Puesto de venta ambulante de comida,+54 264 465-1145,https://wa.me/5492644651145,No tiene sitio web (Oportunidad Máxima),,Villa San Agustín,"General Acha, Rivadavia &, Villa San Agustín, San Juan, Argentina",5,1,https://www.google.com/maps/search/?api=1&query=Open%20door-foodtruck&query_place_id=ChIJyyTnZAB1gpYRBOKCQW0Ab3o
Carola Fernandez Lic. en Psicología,Psicólogo,+54 264 548-8813,https://wa.me/5492645488813,No tiene sitio web (Oportunidad Máxima),,San Juan,"9 de Julio 2232 oeste 5400, San Juan, Argentina",4,1,https://www.google.com/maps/search/?api=1&query=Carola%20Fernandez%20Lic.%20en%20Psicolog%C3%ADa&query_place_id=ChIJ-bJ6i2BBgZYRhhbOFSndgvk
